ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Lifetime Days,Country,Year_count
561,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
562,RoomMaster,XL Nairobi 2019,Free Trial,Senior Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
563,RoomMaster,Joined post-Sprint August,Free Trial,Mid-career Leader,AL Staff,checked,female,92,South Africa,0.3
564,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,214,South Africa,0.6
565,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,Nigeria,1.0
566,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
567,RoomMaster,Joined post-Sprint - July,Founding Member,Senior Leader,Missing Data,checked,male,123,South Africa,0.3
568,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
569,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Canada,0.6
570,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214,Nigeria,0.6
571,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214,Kenya,0.6
572,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184,South Africa,0.5
573,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Mauritius,0.6
574,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,214,Kenya,0.6
575,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,214,Senegal,0.6
576,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
577,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
578,RoomMaster,Missing Data,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
579,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,214,Kenya,0.6
580,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
581,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,214,South Africa,0.6
582,RoomMaster,"""Lifetime Member"" - joined May",Free Trial,Senior Leader,Corporate Partner,checked,male,153,Denmark,0.4
583,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,South Africa,1.0
584,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,male,214,Ethiopia,0.6
585,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214,Ghana,0.6
586,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184,Kenya,0.5
587,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Rwanda,0.6
588,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,France,0.6
589,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184,Benin,0.5
590,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
591,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Nigeria,1.0
592,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,Missing Data,female,214,South Africa,0.6
593,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184,DRC,0.5
594,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,Missing Data,male,214,South Africa,0.6
595,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Nigeria,1.0
596,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
597,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
598,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,Missing Data,female,214,South Africa,0.6
599,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
600,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,153,Cote d'Ivoire,0.4
601,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
602,RoomMaster,Existing Member,Founding Member,Mid-career Leader,Staff Alumni,checked,female,366,United States of America,1.0
603,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
604,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,South Africa,1.0
605,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Nigeria,1.0
606,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Senegal,0.6
607,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
608,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,Missing Data,male,184,Rwanda,0.5
609,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,female,184,Kenya,0.5
610,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,United Kingdom,0.6
611,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184,Morocco,0.5
612,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
613,RoomMaster,Existing Room member,Free Trial,Missing Data,ALN,checked,male,171,Kenya,0.5
614,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Kenya,1.0
615,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Rwanda,0.6
616,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214,Nigeria,0.6
617,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
618,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214,Nigeria,0.6
619,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,Missing Data,female,214,Senegal,0.6
620,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALA Alumni,checked,male,366,South Africa,1.0
621,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Kenya,1.0
622,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Kenya,1.0
623,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,female,214,Mauritius,0.6
624,RoomMaster,ALU Staff,Staff Membership,Senior Leader,Staff Alumni,checked,male,214,United States of America,0.6
625,RoomMaster,Existing Room member,Free Trial,Senior Leader,Entrepreneur in Residence,checked,male,214,United Arab Emirates,0.6
626,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Switzerland,0.6
627,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,female,214,Kenya,0.6
628,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
629,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Staff Alumni,checked,female,214,South Africa,0.6
630,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,United States of America,0.6
631,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,male,214,Senegal,0.6
632,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,Missing Data,female,214,South Africa,0.6
633,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,United Arab Emirates,0.6
634,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,South Africa,1.0
635,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
636,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,Kenya,0.6
637,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,Missing Data,female,366,Nigeria,1.0
638,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,Missing Data,female,214,Guinea-Bissau,0.6
639,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,South Africa,1.0
640,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214,Ghana,0.6
641,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,Kenya,1.0
642,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,South Africa,0.6
643,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214,Kenya,0.6
644,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Kenya,0.6
645,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,Kenya,1.0
646,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Ethiopia,0.6
647,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
648,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Kenya,1.0
649,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Rwanda,0.6
650,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,South Africa,1.0
651,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
652,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,male,366,Kenya,1.0
653,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,France,0.6
654,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,Nigeria,0.6
655,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,male,366,United States of America,1.0
656,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Rwanda,0.6
657,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,United States of America,0.6
658,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Nigeria,1.0
659,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,214,Nigeria,0.6
660,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,Missing Data,male,214,Kenya,0.6
661,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
662,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
663,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
664,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,United States of America,1.0
665,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Ghana,0.6
666,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214,Kenya,0.6
667,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
668,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184,Nigeria,0.5
669,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
670,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,Nigeria,1.0
671,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,South Africa,1.0
672,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United Kingdom,0.6
673,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Rwanda,0.6
674,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,184,Ghana,0.5
675,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,South Africa,0.6
676,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,male,366,South Africa,1.0
677,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
678,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,Kenya,0.6
679,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,South Africa,0.6
680,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Nigeria,1.0
681,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,Nigeria,1.0
682,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
683,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United Arab Emirates,0.6
684,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,Missing Data,male,366,Nigeria,1.0
685,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,Missing Data,male,214,South Africa,0.6
686,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,Switzerland,0.6
687,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
688,RoomMaster,The Room staff,Staff Membership,Senior Leader,AL Staff,checked,male,214,United Kingdom,0.6
689,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,male,153,Rwanda,0.4
690,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
691,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United States of America,0.6
692,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,214,Nigeria,0.6
693,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Rwanda,0.6
694,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,214,Kenya,0.6
695,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Rwanda,0.6
696,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
697,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Kenya,1.0
698,RoomMaster,Existing Room member,Founding Member,Senior Leader,AL Staff,checked,male,366,South Africa,1.0
699,RoomMaster,Existing Room member,Staff Membership,Senior Leader,AL Staff,checked,male,214,Germany,0.6
700,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214,South Africa,0.6
701,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,Ghana,1.0
702,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,United States of America,0.6
703,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,United States of America,0.6
704,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,United Kingdom,1.0
705,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,214,Kenya,0.6
706,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,Kenya,1.0
707,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,123,United Arab Emirates,0.3
708,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,United States of America,0.6
709,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
710,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214,France,0.6
711,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184,Lesotho,0.5
712,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,South Africa,0.6
713,RoomMaster,"""Lifetime Member"" - joined May",Free Trial,Senior Leader,Corporate Partner,checked,female,184,Denmark,0.5
714,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,214,South Africa,0.6
715,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214,Nigeria,0.6
716,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
717,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Kenya,1.0
718,RoomMaster,ALA Alumni,Founding Member,Young Leader,ALA Alumni,checked,female,153,United States of America,0.4
719,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,male,366,Nigeria,1.0
720,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Mauritania,0.6
721,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,United Kingdom,1.0
722,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Entrepreneur in Residence,checked,male,214,United States of America,0.6
723,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184,Nigeria,0.5
724,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,153,Cote d'Ivoire,0.4
725,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Nigeria,1.0
726,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,Kenya,0.6
727,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Cote d'Ivoire,0.6
728,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Germany,0.6
729,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,South Africa,0.6
730,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
731,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
732,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
733,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,male,366,South Africa,1.0
734,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,United States of America,1.0
735,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
736,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,Kenya,1.0
737,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
738,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,United States of America,1.0
739,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
740,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
741,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,214,Nigeria,0.6
742,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
743,RoomMaster,Existing Room member,Founding Member,Young Leader,ALA Alumni,checked,male,366,Senegal,1.0
744,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,214,Nigeria,0.6
745,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
746,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214,Tanzania,0.6
747,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,female,214,Nigeria,0.6
748,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,Nigeria,0.6
749,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,South Africa,1.0
750,RoomMaster,Joined post-Sprint - July,Staff Membership,Mid-career Leader,Consultant,checked,male,123,Canada,0.3
751,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,153,United Kingdom,0.4
752,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Italy,1.0
753,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184,Rwanda,0.5
754,RoomMaster,Joined post-Sprint - June,Staff Membership,Senior Leader,Entrepreneur in Residence,checked,female,153,Rwanda,0.4
755,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
756,RoomMaster,Existing Room member,Free Trial,Missing Data,ALN,checked,male,203,Nigeria,0.6
757,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
758,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Senegal,1.0
759,RoomMaster,Existing Room member,Free Trial,Young Leader,ALN,checked,male,214,Burkina Faso,0.6
760,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
761,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
762,RoomMaster,The Room staff,Premium Paying,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
763,RoomMaster,Joined post-Sprint - June,Staff Membership,Mid-career Leader,AL Staff,checked,male,153,United Kingdom,0.4
764,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALUSB Alumni,checked,male,366,South Africa,1.0
765,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,United States of America,1.0
766,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214,Kenya,0.6
767,RoomMaster,Missing Data,Staff Membership,Senior Leader,AL Staff,checked,male,153,Missing Data,0.4
768,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,South Africa,1.0
769,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,Cote d'Ivoire,0.6
770,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Kenya,0.6
771,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,South Africa,0.6
772,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Somalia,1.0
773,RoomMaster,Existing Room member,Founding Member,Young Leader,ALU Alumni,checked,female,366,Ghana,1.0
774,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,214,United States of America,0.6
775,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,Ethiopia,1.0
776,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
777,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
778,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Mauritius,0.6
779,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
780,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2019,checked,female,214,Nigeria,0.6
781,RoomMaster,The Room staff,Staff Membership,Senior Leader,AL Staff,checked,male,214,United Kingdom,0.6
782,RoomMaster,The Room staff,Staff Membership,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
783,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,Uganda,0.6
784,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Kenya,0.6
785,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,Kenya,0.6
786,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214,Nigeria,0.6
787,RoomMaster,XL Nairobi 2018,Free Trial,Young Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
788,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,male,366,South Africa,1.0
789,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
790,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214,South Africa,0.6
791,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,Kenya,0.6
792,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,123,Missing Data,0.3
793,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United States of America,0.6
794,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Cote d'Ivoire,0.6
795,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Kenya,0.6
796,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,214,Nigeria,0.6
797,RoomMaster,Existing Room member,Free Trial,Senior Leader,Missing Data,checked,female,214,Nigeria,0.6
798,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,Kenya,1.0
799,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Missing Data,checked,female,366,Nigeria,1.0
800,RoomMaster,Existing Room member,Free Trial,Young Leader,ALN,checked,male,214,South Africa,0.6
801,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,South Africa,0.6
802,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,171,Nigeria,0.5
803,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,214,Kenya,0.6
804,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Morocco,0.6
805,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,Nigeria,0.6
806,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Mauritius,0.6
807,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,United States of America,0.6
808,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,South Africa,0.6
809,RoomMaster,Existing Room member,Free Trial,Missing Data,ALN,checked,male,171,Kenya,0.5
810,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,South Africa,0.6
811,RoomMaster,The Room Staff,Free Trial,Mid-career Leader,Consultant,checked,male,92,Canada,0.3
812,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,United States of America,0.6
813,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
814,RoomMaster,Joined post-Sprint August,Free Trial,Young Leader,ALU Alumni,checked,male,92,South Africa,0.3
815,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214,Nigeria,0.6
816,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,South Africa,1.0
